entorno,nombre,etapa,tipo,area_responsable,descripcion,monto_contrato,comuna,barrio,direccion,lat,lng,fecha_inicio,fecha_fin_inicial,plazo_meses,porcentaje_avance,imagen_1,licitacion_oferta_empresa,licitacion_anio,contratacion_tipo,nro_contratacion,cuit_contratista,expediente-numero
Caniles,Canil Aristobulo Del Valle,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,En funcion de los estandares establecidos por la Direccion General de Mascotas se realizo la puesta en valor de un canil existente en dicho espacio verde.,3180476.0,11,villa del parque,"cuenca y sastre, marcos","-34,60563166","-58,4918497",2016-10-19,2017-03-31,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_caniles_aristobulodelvalle_foto1.jpg,UribeGerardoJavier,2017,nan,nan,20221477651,nan
Caniles,Canil Padre Mugica,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,En funcion de los estandares establecidos por la Direccion General de Mascotas se realizo un nuevo canil en dicho espacio verde.,3180476.0,2,recoleta,"lopez, vicente y junin","-34,58921468","-58,39299596",2016-10-19,2017-03-06,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_caniles_padremugica_foto1.JPG,UribeGerardoJavier,2017,nan,nan,20221477651,nan
Caniles,Canil Parque De Las Victorias,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,En funcion de los estandares establecidos por la Direccion General de Mascotas se realizo un nuevo canil en dicho espacio verde.,2467045.0,3,balvanera,"alsina, adolfo y pasco","-34,61186847","-58,39744169",2016-10-24,2017-03-31,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_caniles_parquedelasvictorias%20_foto1.jpeg,ConstructoraSolanaS.A,2017,nan,nan,30714318337,nan
Caniles,Canil 1deg De Mayo,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,En funcion de los estandares establecidos por la Direccion General de Mascotas se realizo un nuevo canil en dicho espacio verde.,5007884.0,3,balvanera,"alsina, adolfo y pasco","-34,61186847","-58,39744169",2016-10-24,2017-03-31,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_caniles_1demayo_foto1.jpeg,ConstructoraSolanaS.A,2017,nan,nan,30714318337,nan
Caniles,Canil Santojanni,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,En funcion de los estandares establecidos por la Direccion General de Mascotas se realizo un nuevo canil en dicho espacio verde.,2279262.0,9,liniers,"de la torre, lisandro y patron","-34,64954743","-58,5170968",2016-10-24,2017-03-31,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_caniles_santojanni_foto1.jpg,ConstructoraSolanaS.A,2017,nan,nan,30714318337,nan
Caniles,Canil Lavalle,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,En funcion de los estandares establecidos por la Direccion General de Mascotas se realizo un nuevo canil en dicho espacio verde.,4603543.0,1,san nicolas,libertad 512,"-34,60193101","-58,38395658",2017-03-04,2017-06-15,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_caniles_lavalle_foto1.jpg,AlgieriS.A,2017,nan,nan,30699339810,nan
Plazas y Parques de Comuna 11,Nueva Plaza de Proximidad en Comuna 11: Empedrado,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios verdes,1421845.0,11,villa del parque,empedrado 2391,"-34,5997766","-58,48139097",2017-10-02,2017-03-25,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna11_nuevaplazadeproximidadempedrado_foto1.jpg,UrbaserArgentinaS.A-CeobSaUte,2017,nan,nan,30714682489,nan
Plazas y Parques de Comuna 6,Parque Rivadavia: Nueva vereda,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios verdes,6102826.0,6,caballito,rivadavia av. y doblas,"-34,61641181","-58,43221404",2017-05-29,2017-09-22,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna6_nuevaveredaparquerivadavia_foto1.jpg,CASAMACCHIS.A.,2017,nan,nan,30608125201,nan
Plazas y Parques de Comuna 15,Parque los Andes: Nueva vereda.,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios verdes,9582241.0,15,chacarita,corrientes av. y dorrego av.,"-34,59169944","-58,4476006",2017-05-29,2017-07-31,2,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna15_nuevaveredaparquelosandes_foto1.jpg,SalvatoriS.AParquesYJardines,2017,nan,nan,30512700124,nan
Plazas y Parques de Comuna 7,Nueva Plaza de Proximidad en Comuna 7: Albarracin 1470,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios verdes,2224548.0,7,parque chacabuco,albarracin 1470,"-34,63392335","-58,43037751",2017-12-06,2017-08-25,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna7_nuevaplazadeproximidad_albarracin_foto1.JPG,CASAMACCHIS.A.,2017,nan,nan,30608125201,nan
Plazas y Parques de Comuna 13,Nueva Plaza de Proximidad en Comuna 13: Cramer 475,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios verdes,5254547.0,13,colegiales,cramer 475,"-34,57475031","-58,44485723",2017-10-04,2017-09-09,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna13_nuevaplazadeproximidad_cramer_foto1.JPG,PARQUIZARSESSA-MANTELECTRICICISAUTE,2017,nan,nan,33714746559,nan
Entorno San Telmo,Edificio Ex-Padelai: Recuperacion y puesta en valor,Finalizada,Arquitectura,Ministerio de Espacio Publico e Higiene Urbana,"Fue un proyecto de restauracion y puesta en valor de un edificio historico de la Ciudad de Buenos Aires. La idea fue recuperar las espacialidades originales de esta arquitectura, sus materiales caracteristicos, y la restauracion de sus fachadas y ornamentos. Cuenta con una plaza que se integra al edificio y le suma verde y calidad ambiental al espacio.",33095135.0,1,san telmo,humberto 1deg 298,"-34,62070416","-58,36970107",2017-10-04,2018-10-02,12,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_%20santelmo_padelai_foto1.jpg,ConstructoraSolanaS.A,2017,nan,nan,30714318337,nan
Entorno San Telmo,Edificio Ex-Padelai: Recuperacion de fachada,Finalizada,Arquitectura,Ministerio de Espacio Publico e Higiene Urbana,Espacios verdes,8940014.0,1,san telmo,humberto 1deg 298,"-34,62070416","-58,36970107",2017-05-07,2018-01-30,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_santelo_recuperaciondefachadas_edificioexpadelai_foto1.jpg,HitConstruccionesS.A,2017,nan,nan,30709605158,nan
Plazas y Parques de Comuna 14,Parque Tres De Febrero. Puesta En Valor Velodromo Y Entorno,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"En el marco de recuperacion de espacio publico para la Ciudad, el proyecto contemplo la puesta en valor del ex-velodromo municipal y su entorno como lugar de recreacion y deportivo a incorporar a la Ciudad de Buenos Aires. El mismo contemplo la creacion de un bowl de skate profesional, una cancha de hockey de cesped sintetico, una pista de patinaje, entre otras actividades deportivas y de recreacion.",24707027.0,14,palermo,"isabel, infanta av. e iraola av.","-34,57209466","-58,41373358",2017-03-04,2017-03-09,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermopuestaenvalorvelodromoyentornoparque3defebrero_foto1.jpg,ProyectosYDecisionesS.R.L,2017,nan,nan,30707328505,nan
Plazas y Parques de Comuna 14,Parque Las Heras: Nueva vereda,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,11581546.0,14,palermo,"las heras general av. y diaz, cnel. av.","-34,58345609","-58,40617763",2017-07-06,2017-10-20,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermoparquelasherasnuevavereda%20_foto1.jpg,SalvatoriS.AParquesYJardines,2017,nan,nan,30512700124,nan
Entorno San Cristobal,Polo Circo: Nueva vereda,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,"Se realizo la vereda a nueva incoporando un nuevo diseno que es el que va a usar en los parques para lograr una identidad de los mismos mediante el material, el color, y la incoporacion de verde en los laterales separando al peaton de la calle",0.0,3,san cristobal,"garay, juan de av. y combate de los pozos","-34,62725784","-58,39216513",2017-10-18,2017-01-18,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_sancristobalveredapolocirco_foto1.jpg,IndaltecS.A.ComercializadoraPací­ficoS.A.UTE,2017,nan,nan,30712217487,nan
Plazas y Parques de Comuna 10,Olimpo,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,5846323.0,10,velez sarsfield,"falcon, ramon l.,cnel. y olivera av.","-34,63652042","-58,48727873",2017-10-07,2017-10-10,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna10_olimpo_foto1.jpeg,AlgieriS.A,2017,Licitacion Publica,LPub-1463--MAYEPGC-2014,30699339810,8885509--MAYEPGC-2014
Plazas y Parques de Comuna 10,Nueva Plaza de Proximidad en Comuna 10: Aguaribay 6768,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2764541.0,10,versalles,aguaribay 6768,"-34,63301229","-58,52658787",2017-05-06,2017-03-11,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna10_nuevaplazadeproximidad_aguaribay_foto1.jpg,AlgieriS.A,2017,Licitacion Publica,LPub-1463--MAYEPGC-2014,30699339810,8885509--MAYEPGC-2014
Plazas y Parques de Comuna 9,Parque Alberdi: Puesta en valor,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,29748651.0,9,mataderos,"directorio av. y de la torre, lisandro av.","-34,66012977","-58,50310903",2017-08-05,2017-10-15,2,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna9_parquealberdirender_foto1.jpg,DOLCORSOCIEDADDERESPONSABILIDADLIMITADA,2017,nan,nan,30710137621,nan
Plazas y Parques de Comuna 14,Plaza Gould: Puesta en valor,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,30549556.0,14,palermo,sarmiento av. 3504,"-34,57016239","-58,41073449",2017-03-22,2017-10-25,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_palermoplazagould_foto1.jpg,PARQUIZARSESSA-MANTELECTRICICISAUTE,2017,nan,nan,33714746559,nan
Bajo Autopista,Nueva Plaza Bajo Au. Gral Paz Y Av. Juan B Justo,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,8549578.0,10,versalles,"paz, gral. av. y justo, juan b. av.","-34,63481106","-58,52896839",2017-05-24,2017-10-15,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_bajoautopistabajoausanjuangeneralpazyjuanbjusto_foto1.jpg,UrbaserArgentinaS.A-CeobSaUte,2017,nan,nan,30714682489,nan
Plazas y Parques de Comuna 2,Paseo Lineal Canal 7,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,6549517.0,2,recoleta,"figueroa alcorta, pres. av. 2977","-34,58115891","-58,39686707",2017-07-31,2017-10-20,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna2_paseolinealcanal7_foto1.jpg,SalvatoriS.AParquesYJardines,2017,nan,nan,30512700124,nan
Plazas y Parques de Comuna 14,Parque Las Heras: Puesta en valor integral,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,56809263.0,14,palermo,"las heras general av. y diaz, cnel. av.","-34,58345609","-58,40617763",2017-02-05,2017-11-13,9,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_parquelasheras_foto1.JPG,SalvatoriS.AParquesYJardines,2017,nan,nan,30512700124,nan
Plazas y Parques de Comuna 1,Boulevard Vera Penaloza,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,6500000.0,1,puerto madero,"vera penaloza, rosario y dealessi, pierina","-34,617569","-58,362888",2017-04-10,2017-11-17,7,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_comuna1_boulevardverapenaloza_foto1.jpg,AlgieriS.A,2017,nan,nan,30699339810,nan
Eje Sur,Nueva Plaza Casa Amarilla,Finalizada,Espacio Publico,Ministerio de Espacio Publico e Higiene Urbana,Espacios Verdes,2500000.0,4,la boca,"brown, alte. av. 453","-34,62959956","-58,36481164",2017-03-10,2017-12-15,9,100,https://cdn2.buenosaires.gob.ar/baobras/editadas1/mayep_ejesurnuevaplazacasaamarilla_foto1.jpg,IndaltecS.A.ComercializadoraPací­ficoS.A.UTE,2018,nan,nan,30712217487,nan
Barrio 31,Barrio 31: Calle Manzana 104 Y 12,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Se implemento una nueva infraestructura, red de cloaca, red pluvial, tendido de caneria electrica,red de agua y pavimento, de la calle de la manzana 104 y 12.",19998005.0,1,retiro,gendarmeria nacional av. 689,"-34,58348588","-58,37463904",2016-07-15,2017-02-20,7,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_calle104y12_imagen1.jpg,KoparS.A,2016,Contratacion Directa,2656-SIGAF/16,30707504990,15046616-2016-MGEYA-SSIUYCG
Barrio 31,Barrio 31: Calle Avellaneda,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,"Se implemento una nueva infraestructura, red de cloaca, red pluvial, tendido de caneria electrica,red de agua y pavimento, de la calle de la manzana 104 y 12.",19932136.0,1,retiro,gendarmeria nacional av. 690,"-34,58359589","-58,37453562",2016-08-15,2017-03-15,7,100,https://cdn2.buenosaires.gob.ar/baobras/sisu2/secretariadeintegracionsocialyurbana_calleavellaneda_imagen1.jpg,Pose,2016,Contratacion Directa,2965-SIGAF/16,30709107123,6175291/MGEYA/DGOI/16
Barrio 21 24,Barrio 21 24: Club Zavaleta Jr Etapa 2,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,Se redimensiono la platea de fundacion del muro de contencion y el acondicionamiento del entorno de la cancha.,294174.0,4,barracas,"iriarte, gral. av. 3800","-34,65099913","-58,40012629",2017-06-16,2017-09-15,3,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_clubzavaletajr.despu%C3%A9s_imagen1.jpg,Cooperativa,2017,nan,nan,nan,nan
Barrio 21 24,Barrio 21 24: Portal Mundo Grua,Finalizada,Arquitectura,Ministerio de Desarrollo Humano y Habitat,"La obra consistio en la construccion de un Portal Inclusivo de Infraestructura, ademas, se crearon y equiparon de un espacio de esparcimiento. ",1776493.0,4,nueva pompeya,iguazu y don pedro de mendoza,-34658478,-58.402.210,2017-06-29,2018-02-05,8,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_portalmundogr%C3%BAadurante_imagen1.jpg,Cooperativa,2017,nan,nan,nan,nan
Barrio 1 11 14,Barrio 1 11 14: Cloacas En Cancha Paraguayo,Finalizada,Hidraulica e Infraestructura,Ministerio de Desarrollo Humano y Habitat,"Se realizo la ejecucion de infraestructura cloacal para frentistas a ""Cancha Paraguayos"". ",1000000.0,7,flores,calle 3 (primera paralela al norte de av. varela),"-34,64899","-58,440442",2017-08-12,2017-09-05,1,100,https://cdn2.buenosaires.gob.ar/baobras/desarrollohumanoyhabitat/Cloacas%20Cancha%20Paraguayos.%20Durante.JPG,Cooperativa,2017,nan,nan,nan,nan
Barrio 1 11 14,Barrio 1 11 14: Infraestructura Cloacal En Pasaje San Jorge,Finalizada,Espacio Publico,Ministerio de Desarrollo Humano y Habitat,El proyecto consto de una nueva red de desagi 1/4e cloacal y de tareas que comprenden el ordenamiento del espacio publico.,2697238.0,7,flores,calle 3 (primera paralela al norte de av. varela),"-34,64899","-58,440442",2017-09-02,2018-02-28,5,100,https://cdn2.buenosaires.gob.ar/baobras/mdhyh/mdhyh_cloacassanjorgedurante_imagen1.jpg,Cooperativa,2017,nan,nan,nan,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 17 Pedro Meliton Ledesma: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras De Instalacion De Gas,883167.0,4,nueva pompeya,traful 3835,"-34,65169535","-58,41484405",2017-04-29,2017-06-15,2,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria17_foto1.JPG,BetonhausS.A.,2017,nan,nan,30708568240,nan
Obras en escuelas de Comuna 5,Escuela Primaria Comun Ndeg 20 Eloy Fernandez Alonso,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,508696.0,5,boedo,muniz 2147,"-34,639106","-58,422338",2017-04-10,2017-07-09,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna5_escprimaria20_foto1.jpg,BetonhausS.A.,2017,nan,nan,30708568240,nan
Obras en escuelas de Comuna 14,Escuela Primaria Comun Ndeg 06 Vicente Fidel Lopez: Mejora Edicilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,201654.0,14,palermo,santa fe av. 5039,"-34,57670365","-58,43080522",2016-12-23,2017-06-03,6,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,FilipS.A.,2016,nan,nan,30708268093,nan
Obras en escuelas de Comuna 6,Escuela Primaria Comun Ndeg 25 Republica De Guatemala,Finalizada,Escuelas,Ministerio de Educacion,Obra De Reparacion De Techos,149556.0,6,caballito,mendez de andes 1451,"-34,61764122","-58,4545106",2017-05-13,2017-07-09,2,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna6_escprimaria25_foto1.jpg,BetonhausS.A.,2017,nan,nan,30708568240,nan
Obras en escuelas de Comuna 12,Escuela Primaria Comun Ndeg 10 Dr. Ramon J. Carcano.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,2929698.0,12,villa urquiza,bucarelli 1950,"-34,58008346","-58,48443033",2017-03-06,2017-09-09,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria10_foto1.JPG,COSEBACONSTRUCCIONESYSERVICIOSBUENOSAIRESSA,2017,nan,nan,30678613033,nan
Obras en escuelas de Comuna 13,Colegio Ndeg 08 Julio Argentino Roca: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,776730.0,13,belgrano,zuberbuhler carlos e. 1850,"-34,569205","-58,459782",2017-01-17,2017-04-22,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna13_colegio08_foto1.jpg,COSEBACONSTRUCCIONESYSERVICIOSBUENOSAIRESSA,2017,nan,nan,30678613033,nan
Obras en escuelas de Comuna 12,Escuela Primaria Comun Ndeg 08 Jorge ingel Boero: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obras Para Mejoramiento Edilicio.,712437.0,12,villa urquiza,juramento 4849,"-34,57579257","-58,48000581",2017-01-17,2017-04-22,3,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria08_foto1.jpg,COSEBACONSTRUCCIONESYSERVICIOSBUENOSAIRESSA,2017,nan,nan,30678613033,nan
Obras en escuelas de Comuna 2,Escuela Primaria Comun Ndeg 18 Dr. Rafael Herrera Vegas: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion Dentro,1015751.0,2,recoleta,las heras general av. 3086,"-34,58356699","-58,40535152",2016-12-20,2017-06-08,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria18_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 2,Escuela Primaria Comun Ndeg 24 C. Y F. Pizarro Y M. Pizarro Y Monje: Mejora edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion,516130.0,2,recoleta,pena 2670,"-34,588359","-58,401764",2017-03-01,2017-03-31,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna2_escprimaria24_foto1.jpg,DIPIETROPAOLORUBENSERNESTO,2017,nan,nan,20044899532,nan
Obras en escuelas de Comuna 3,Instituto De Formacion Tecnica Superior Ndeg 25: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas.,145564.0,3,balvanera,entre rios av. 757,"-34,61751712","-58,39179208",2017-01-25,2017-05-01,4,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna3_institutodeformaciontecnicasuperior25_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2017,nan,nan,20044899532,nan
Obras en escuelas de Comuna 8,Escuela Primaria Comun Ndeg 09 Dr. Jose Benjamin Zubiaur: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,883167.0,8,villa soldati,"berg, carlos 3460","-34,66079623","-58,42814882",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria09_2_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 8,Escuela Primaria Comun Ndeg 11 Ponciano Vivanco: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,1176216.0,8,villa lugano,oliden 2851,"-34,66487633","-58,48952835",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria11_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 7,Escuela Infantil Ndeg 05: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,174274.0,7,parque chacabuco,"martinez, victor 1780","-34,64022463","-58,43863993",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escuelainfanti04_foto1.jpg,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 20 Nieves Escalada De Oromi: Mejora Edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,47514.0,4,barracas,san antonio 682,"-34,65011946","-58,37777781",2017-02-16,2017-03-10,1,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria20_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2017,nan,nan,20044899532,nan
Obras en escuelas de Comuna 1,Escuela Primaria Comun Ndeg 07 Gral. Gi 1/4emes: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,132465.0,1,constitucion,"calvo, carlos 1140","-34,61979221","-58,38219051",2017-03-07,2017-03-10,0,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna1_escprimaria07_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2017,nan,nan,20044899532,nan
Obras en escuelas de Comuna 8,Escuela Primaria Comun Ndeg 18 San Juan Bautista De La Salle: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,160446.0,8,villa soldati,corrales 3450,"-34,66550194","-58,4439159",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/genericas/generica_escuelas.png,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 8,Escuela Primaria Ndeg 20 Maestro Carlos Alberto Carranza: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,688681.0,8,villa soldati,martinez castro 3067,"-34,66228085","-58,44870491",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria20_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 5,Jardin De Infantes Integral Ndeg 03: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,360499.0,5,boedo,independencia av. 3354,"-34,62079003","-58,41331971",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna5_jardinintegral03_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 7,Escuela Primaria Comun Ndeg 06 Dr. Carlos Vaz Ferreira: Mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,624752.0,7,flores,varela av. 1040,"-34,6406369","-58,45725041",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna7_escprimaria06_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 8,Escuela Primaria Comun Ndeg 04 Ricardo Gi 1/4iraldes: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion,92787.0,8,villa lugano,riestra av. 5030,"-34,67180129","-58,4693813",2016-10-24,2017-06-16,8,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna8_escprimaria04_foto1.JPG,DIPIETROPAOLORUBENSERNESTO,2016,nan,nan,20044899532,nan
Obras en escuelas de Comuna 4,Escuela Primaria Comun Ndeg 07 Juan De Garay: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion Y Reparacion De Cubiertas,728807.0,4,barracas,caseros av. 734,"-34,62711948","-58,37496889",2017-01-30,2017-06-27,5,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna4_escprimaria07_foto1.JPG,DiltheyS.A.,2017,nan,nan,30711331847,nan
Obras en escuelas de Comuna 12,Escuela Primaria Comun Ndeg 06 Luis Pasteur: mejora edilicia.,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,532955.0,12,villa urquiza,nahuel huapi 5740,"-34,57537375","-58,49625188",2016-12-23,2017-06-03,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria06_foto1.JPG,FilipS.A.,2016,nan,nan,30708268093,nan
Obras en escuelas de Comuna 12,Escuela Primaria Comun Ndeg 14 Leopoldo Lugone: mejora edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,621780.0,12,villa urquiza,juramento 5775,"-34,58201483","-58,4895664",2016-12-23,2017-06-03,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna12_escprimaria14_foto1.jpg,FilipS.A.,2016,nan,nan,30708268093,nan
Obras en escuelas de Comuna 15,Escuela Primaria Comun Ndeg 06 Delfin Jijena: Mejora Edilicia,Finalizada,Escuelas,Ministerio de Educacion,Obra De Impermeabilizacion De Cubiertas,444129.0,15,villa crespo,olaya 1565,"-34,60296544","-58,446379",2016-12-23,2017-06-03,6,100,https://cdn2.buenosaires.gob.ar/baobras/editadas2/meigc_comuna15_escprimaria06_foto1.JPG,FilipS.A.,2016,nan,nan,30708268093,nan
